640448,Kyle Finnegan,R
656529,Sam Hentges,L
605488,Jeffrey Springs,L
595345,Steven Okert,L
667463,John King,L
519151,Ryan Pressly,R
669912,Kirby Snead,L
608665,Kendall Graveman,R
518489,Ryan Brasier,R
664776,Jake Cousins,R
643511,Tyler Rogers,R
660813,Brusdar Graterol,R
605135,Chris Bassitt,R
605540,Brandon Woodruff,R
607074,Carlos Rodón,L
608344,Cole Irvin,L
672851,Joan Adon,R
669302,Logan Gilbert,R
543475,Jordan Lyles,R
502043,Kyle Gibson,R
601713,Nick Pivetta,R
663554,Casey Mize,R
592332,Kevin Gausman,R
434378,Justin Verlander,R
641154,Pablo López,R
656302,Dylan Cease,R
657006,Justin Steele,L
571945,Miles Mikolas,R
657140,Kyle Wright,R
661269,Vladimir Gutierrez,R
592789,Noah Syndergaard,R
543243,Sonny Gray,R
605200,Zach Davies,R
605397,Joe Musgrove,R
608566,Germán Márquez,R
641540,Dane Dunning,R
668676,Zach Plesac,R
656605,Mitch Keller,R
641745,Brad Keller,R
622663,Luis Severino,R
656876,Drew Rasmussen,R
664062,Tony Gonsolin,R
542881,Tyler Anderson,L
672710,Roansy Contreras,R
624522,Keegan Thompson,R
676596,Josh Fleming,L
517008,Alex Colomé,R
669211,Keegan Akin,L
594311,Jandel Gustave,R
664299,Cristian Javier,R
625643,Reynaldo López,R
600921,Andres Machado,R
570632,José Ureña,R
592773,Ryne Stanek,R
664854,Ryan Helsley,R
607481,Aaron Bummer,L
453178,Ian Kennedy,R
641627,Trevor Gott,R
572955,Pierce Johnson,R
664294,Dauri Moreta,R
571901,Aaron Loup,L
519293,Will Smith,L
606149,Giovanny Gallegos,R
501925,Joe Smith,R
605194,Jharel Cotton,R
640462,A.J. Puk,L
662253,Andrés Muñoz,R
543766,Bryan Shaw,R
676760,Ron Marinaccio,R
670950,Trevor Richards,R
573009,Joe Mantiply,L
676831,Kodi Whitley,R
595014,Blake Treinen,R
608648,Tyler Duffey,R
621345,A.J. Minter,L
453343,Mark Melancon,R
573204,Caleb Thielbar,L
608349,Corey Knebel,R
572193,Ryan Tepera,R
519008,T.J. McFarland,L
612434,Miguel Castro,R
519326,Hunter Strickland,R
552640,Andrew Kittredge,R
453268,Daniel Bard,R
598287,Noé Ramirez,R
607359,Spencer Patton,R
681799,Ethan Roberts,R
666808,Camilo Doval,R
642121,Cole Sulser,R
667427,Zach Jackson,R
663986,Trevor Stephan,R
664948,Anthony Misiewicz,L
621051,Steven Wilson,R
607237,Amir Garrett,L
669395,Dylan Coleman,R
571948,Hoby Milner,L
608723,Austin Voth,R
503285,Darren O'Day,R
489265,Sergio Romo,R
621237,José Alvarado,L
570257,Joely Rodríguez,L
676092,Collin Snider,R
656986,Bennett Sousa,L
622098,Drew Smith,R
607455,Anthony Banda,L
547973,Aroldis Chapman,L
643338,Chad Green,R
617228,Hirokazu Sawamura,R
670280,David Bednar,R
501625,José Álvarez,L
622251,Josh Staumont,R
676684,Will Vest,R
570488,Phillips Valdez,R
459429,Jake McGee,L
605242,Michael Fulmer,R
542947,Richard Bleier,L
656685,Brett Martin,L
621295,Nick Wittgren,R
456713,Matt Bush,R
493603,Adam Ottavino,R
650895,Diego Castillo,R
641682,Ryan Hendrix,R
669622,Anthony Bender,R
680704,Nick Sandlin,R
573124,Taylor Rogers,L
605280,Clay Holmes,R
554340,Yimi Garcia,R
666204,Dany Jiménez,R
458677,Justin Wilson,L
605154,John Brebbia,R
641729,Joe Jiménez,R
605447,Jordan Romano,R
628452,Raisel Iglesias,R
543238,Anthony Gose,L
641835,Tim Mayza,L
614179,José Ruiz,R
664123,Scott Effross,R
656354,Austin Davis,L
642130,Blake Taylor,L
661403,Emmanuel Clase,R
656420,J.P. Feyereisen,R
666168,Mason Thompson,R
608032,Carlos Estévez,R
592662,Robbie Ray,L
593423,Frankie Montas,R
640455,Sean Manaea,L
657277,Logan Webb,R
607644,John Means,L
645261,Sandy Alcantara,R
593958,Eduardo Rodriguez,L
680686,Josiah Gray,R
453286,Max Scherzer,R
450203,Charlie Morton,R
621111,Walker Buehler,R
605400,Aaron Nola,R
543135,Nathan Eovaldi,R
672282,Reid Detmers,L
518876,Merrill Kelly,R
607536,Kyle Freeland,L
657746,Joe Ryan,R
592351,Jon Gray,R
543037,Gerrit Cole,R
663556,Shane McClanahan,L
543606,Jake Odorizzi,R
608337,Lucas Giolito,R
665665,Reiver Sanmartin,L
642545,Jaime Barría,R
502179,Paolo Espino,R
656546,Jeff Hoffman,R
676477,Garrett Whitlock,R
621244,José Berríos,R
521230,Liam Hendriks,R
571800,Drew Hutchison,R
661395,Jhoan Duran,R
445276,Kenley Jansen,R
641755,Tyler Kinley,R
621082,Jacob Lemoine,R
623485,Ashton Goudeau,R
520980,Pedro Báez,R
644364,Víctor Arano,R
605347,Jorge López,R
608716,Drew Steckenrider,R
650633,Michael King,R
641907,Patrick Murphy,R
571656,Buck Farmer,R
518886,Craig Kimbrel,R
664875,Justin Lawrence,R
669854,Ronel Blanco,R
650556,Bryan Abreu,R
543339,Daniel Hudson,R
605525,J.B. Wendelken,R
518813,Greg Holland,R
650960,Daniel Duarte,R
657612,Tim Hill,L
656638,Alex Lange,R
656945,Tanner Scott,L
664092,Sean Poppen,R
643256,Adam Cimber,R
642397,Gregory Soto,L
544727,Jeurys Familia,R
672335,Cionel Pérez,L
664747,Alexis Díaz,R
623149,Paul Sewald,R
606930,Jacob Barnes,R
622253,Dillon Tate,R
607625,Seth Lugo,R
656887,Sean Reid-Foley,R
594577,Mike Mayers,R
608638,JT Chargois,R
543272,Brad Hand,L
622554,Seranthony Domínguez,R
554431,Tyler Matzek,L
424144,Oliver Pérez,L
548384,Brooks Raley,L
545343,Louis Head,R
659275,Dinelson Lamet,R
506433,Yu Darvish,R
608331,Max Fried,L
425844,Zack Greinke,R
641816,Tyler Mahle,R
664285,Framber Valdez,L
543294,Kyle Hendricks,R
669203,Corbin Burnes,R
425794,Adam Wainwright,R
660271,Shohei Ohtani,R
571578,Patrick Corbin,L
669456,Shane Bieber,R
664141,JT Brubaker,R
518516,Madison Bumgarner,L
656731,Tylor Megill,R
663474,Triston McKenzie,R
676879,Aaron Ashby,L
605130,Scott Barlow,R
641394,Jake Brentz,L
675911,Spencer Strider,R
596133,Luke Weaver,R
650893,Génesis Cabrera,L
592858,Rowan Wick,R
621242,Edwin Díaz,R
667465,Aaron Fletcher,L
543507,Trevor May,R
608717,Chris Stratton,R
455119,Chris Martin,R
621249,Duane UnderwoodJr.,R
650671,José Quijada,L
669424,Jimmy Lambert,R
572403,Drew VerHagen,R
676637,Phoenix Sanders,R
572070,Garrett Richards,R
644429,Anderson Severino,L
572383,Brian Moran,L
656803,James Norwood,R
456034,David Price,L
658648,Pedro Avila,R
640451,Hunter Harvey,R
571479,Andrew Bellatti,R
572971,Dallas Keuchel,L
477132,Clayton Kershaw,L
666157,Nick Lodolo,L
663978,Chris Paddack,R
605507,Zach Thompson,R
605446,Dereck Rodríguez,R
643400,Dusten Knight,R
621074,Michael Rucker,R
596071,Dillon Peters,L
643377,Griffin Jax,R
681911,Alex Vesia,L
598264,Matt Barnes,R
676664,JP Sears,L
641778,Eric Lauer,L
693821,Bryce Elder,R
666374,Matt Brash,R
579328,Yusei Kikuchi,L
502171,Alex Cobb,R
663738,Daniel Lynch,L
641771,Chad Kuhl,R
666200,Jesús Luzardo,L
641302,Tyler Alexander,L
641482,Nestor Cortes,L
663776,Patrick Sandoval,L
677651,Luis Garcia,R
500779,José Quintana,L
448179,Rich Hill,L
641712,Dakota Hudson,R
592767,Drew Smyly,L
527048,Martín Pérez,L
571760,Andrew Heaney,L
554430,Zack Wheeler,R
502042,Chris Archer,R
592826,Vince Velasquez,R
623451,Jackson Stephens,R
676720,Tommy Romero,R
657093,Spenser Watkins,R
670124,Adam Oller,R
650911,Cristopher Sánchez,L
641743,Anthony Kay,L
592473,Adam Kolarek,L
621248,Ralph GarzaJr.,R
595881,Tyler Beede,R
680739,Josh Winder,R
543829,Dee Strange-Gordon,R
663855,Jordan Hicks,R
664076,Garrett Cleavinger,L
571976,Wil Myers,R
606303,Joel Payamps,R
657044,Ryan Thompson,R
663465,Kolby Allard,L
628708,Yunior Marte,R
623167,Chris Flexen,R
547179,Michael Lorenzen,R
666201,Alek Manoah,R
622072,Alex Wood,L
607259,Nick Martinez,R
596295,Austin Gomber,L
622694,Elieser Hernandez,R
621368,Taylor Hearn,L
605288,Adrian Houser,R
642028,Josh Rogers,L
650644,Aaron Civale,R
607391,Chris Mazza,R
592791,Jameson Taillon,R
608379,Michael Wacha,R
660623,Huascar Ynoa,R
621112,Paul Blackburn,R
672578,Carlos Hernández,R
666159,Matt Manning,R
605164,Dylan Bundy,R
669145,Bruce Zimmermann,L
624133,Ranger Suárez,L
656849,David Peterson,L
656353,Tucker Davidson,L
656793,Nick Nelson,R
657508,Mike Baumann,R
592836,Taijuan Walker,R
547001,Cody Poteet,R
621433,Brett Phillips,R
663531,Logan Allen,L
518748,Justin Grimm,R
656061,Albert Abreu,R
672715,Luis Patiño,R
669674,Sam Long,L
670046,Kenny Rosenberg,L
641360,Phil Bickford,R
650959,Marcos Diplán,R
676840,Matt Peacock,R
663455,Konnor Pilkington,L
664054,Cody Stashak,R
472610,Luis García,R
656786,Parker Mushinski,L
676766,Nick Snyder,R
624418,Ryan Castellani,R
643410,Mark LeiterJr.,R
668678,Zac Gallen,R
519043,Matt Moore,L
664042,Travis LakinsSr.,R
649144,Alex Wells,L
641447,Daniel Castano,L
669022,MacKenzie Gore,L
670712,Mike Brosseau,R
571863,Matt Koch,R
657248,Glenn Otto,R
596001,Jakob Junis,R
572125,Sam Selman,L
541640,Erasmo Ramírez,R
668684,Tanner Tully,L
608328,Chase DeJong,R
660906,Francisco Perez,L
670955,Edwin Uceta,R
621363,Colin Poche,L
501381,Michael Pineda,R
621348,Sam Clay,L
503449,Wily Peralta,R
641501,Tyler Danish,R
656458,Lucas Gilbreath,L
660853,Enyel DeLos,R
596112,Robert Stephenson,R
656457,Tyler Gilbert,L
595939,Chris Ellis,R
656657,Zach Logue,L
681806,Andrew Wantz,R
676641,Beau Sulser,R
665645,Kervin Castro,R
621366,Ryan Borucki,L
676050,Packy Naughton,L
607572,Sam Howard,L
668948,Kirk McCarty,L
606625,Reyes Moronta,R
642203,Taylor Widener,R
608371,Lucas Sims,R
678061,Ray Kerr,L
689225,Beau Brieske,R
592717,Aaron Sanchez,R
669804,Angel DeJesus,R
671790,Ronald Bolaños,R
660636,Diego Castillo,R
658431,Adonis Medina,R
656818,Connor Overton,R
657766,Locke St.John,L
661527,Seth Martinez,R
661440,Mauricio Llovera,R
680694,Kyle Bradish,R
666818,Luis Frías,R
670426,Phillip Diehl,L
670090,Wyatt Mills,R
682171,Penn Murfee,R
607755,Andrew Vasquez,L
621114,Ryan Burr,R
605177,Andrew Chafin,L
663947,Tyler Holton,L
670167,John Schreiber,R
663372,Ryan Feltner,R
661255,Yoan López,R
682016,William Woods,R
670102,Bowden Francis,R
605182,Mike Clevinger,R
656412,Alex Faedo,R
663558,Jovani Moran,L
608703,Matt Reynolds,R
592454,Tommy Kahnle,R
641871,Keynan Middleton,R
642232,Ryan Yarbrough,L
665625,Elvis Peguero,R
667498,Robert Dugger,R
666205,Kyle Muller,L
621076,James Kaprielian,R
663485,Cole Sands,R
608700,Kevin Plawecki,R
647315,Zach Pop,R
669923,George Kirby,R
572362,Robbie Erlin,L
592716,Adrian Sampson,R
607229,Robert Gsellman,R
668820,Max Kranick,R
606131,Luis Perdomo,R
596271,Casey Lawrence,R
607457,Kyle Barraclough,R
676617,Riley O'Brien,R
676660,Jared Solomon,R
646242,Jhonathan Diaz,L
663546,Sean Hjelle,R
666619,Gregory Santos,R
661563,Luis Gil,R
669169,Jonathan Heasley,R
523260,Joe Kelly,R
622075,Yency Almonte,R
605218,Carl EdwardsJr.,R
682027,Cam Alldred,L
686752,Ryan Pepiot,R
666214,Joey Wentz,L
668665,Stephen Nogosek,R
666974,Yennier Cano,R
673904,Jake Walsh,R
650496,J.C. Mejía,R
624503,Nick Gordon,R
669270,Joel Kuhnel,R
661309,Adrián Martínez,R
489119,Wade Miley,L
571670,Dylan Floro,R
622491,Luis Castillo,R
664849,Danny Young,L
676534,Calvin Faucher,R
672839,Francisco Morales,R
667297,Tommy Nance,R
456501,Johnny Cueto,R
606273,Roenis Elías,L
657571,Caleb Ferguson,L
675627,Michael Grove,R
405395,Albert Pujols,R
572888,Shane Greene,R
670768,Luis González,L
670059,Colin Holderman,R
656970,Devin Smeltzer,L
446321,Ross Detwiler,L
681217,Chase Silseth,R
660593,Denyi Reyes,R
669214,Conner Menez,L
663989,Nick Vespi,L
670810,Logan Gillaspie,R
656492,Foster Griffin,L
656290,Drew Carlton,R
676714,Brandon Hughes,L
605483,Blake Snell,L
640461,Chad Pinder,R
665001,Trevor Kelley,R
663436,Davis Martin,R
596082,Jake Reed,R
593643,Hanser Alberto,R
491624,César Valdez,R
669276,Dylan Lee,L
667376,Miguel Sánchez,R
667373,Angel Rondón,R
668933,Graham Ashcraft,R
656730,Trevor Megill,R
642165,Josh VanMeter,R
425877,Yadier Molina,R
641853,David McKay,R
669461,Matthew Liberatore,L
592743,Andrelton Simmons,R
543281,Josh Harrison,R
606993,Jake Hager,R
663378,Thomas Szapucki,L
660787,Yerry DeLos,R
658551,Junior Fernández,R
664161,Matt Swarmer,R
659262,Anderson Espinoza,R
663629,Ethan Small,L
571917,Parker Markel,R
672911,Jesús Cruz,R
593619,Domingo Tapia,R
527055,Arodys Vizcaíno,R
642060,Cody Sedlock,R
663385,Chad Smith,R
670174,Josh Winckowski,R
643493,Austin Pruitt,R
573668,Juan Minaya,R
676083,Janson Junk,R
668868,Zack Thompson,L
501985,Mike Minor,L
592346,Chi ChiGonzález,R
676886,Jeremy Beasley,R
544365,Manny Bañuelos,L
622268,Donovan Walton,R
621016,Jose Cuas,R
673316,Luke Barker,R
553902,Willians Astudillo,R
605612,Harold Castro,R
643524,Frank Schwindel,R
657265,Peter Strzelecki,R
669920,Jason Alexander,R
665795,Edward Cabrera,R
681885,Evan Lee,L
607179,Jordan Weems,R
545341,Randal Grichuk,R
621219,Alec Mills,R
670970,Adrian Morejon,L
657424,Matt Gage,L
666129,Braxton Garrett,L
665152,Dean Kremer,R
670912,Johan Oviedo,R
668873,Caleb Kilian,R
641656,Ian Hamilton,R
544931,Stephen Strasburg,R
657649,Jared Koenig,L
656232,Brandon Bielak,R
572703,Luke Bard,R
542194,Christian Bethancourt,R
458681,Lance Lynn,R
670329,Rico Garcia,R
622786,Jesus Tinoco,R
596117,Garrett Stubbs,R
656008,Aneurys Zabala,R
663753,Reiss Knehr,R
669358,Shane Baz,R
668338,Tyson Miller,R
664944,Cam Vieaux,L
608686,Jack Mayfield,R
642231,Jimmy Yacabonis,R
656234,Jake Bird,R
543901,Ryan Weber,R
657585,Reed Garrett,R
547184,Michael Kelly,R
501303,Ehire Adrianza,R
677960,Ryan Weathers,L
656427,Jack Flaherty,R
657770,Eric Stout,L
667725,Kyle Tyler,R
571466,Tucker Barnhart,R
665019,Kody Clemens,R
518586,Charlie Culberson,R
676194,Jackson Tetreault,R
596043,Daniel Mengden,R
571704,Ken Giles,R
666721,Max Castillo,R
488984,Tommy Hunter,R
676265,Cory Abbott,R
543548,Tommy Milone,L
600917,José Leclerc,R
595191,Jerad Eickhoff,R
641914,Sheldon Neuse,R
571446,Mark Appel,R
660600,Enoli Paredes,R
657756,Connor Seabold,R
664139,Ian Gibaut,R
676391,Ernie Clement,R
641312,Shaun Anderson,R
664942,James Naile,R
592169,Austin Brice,R
641672,Thomas Hatch,R
611093,Silvino Bracho,R
621011,Max Schrock,R
645801,Mike Ford,R
678394,Brayan Bello,R
675916,James Karinchak,R
506702,Sandy León,R
444876,Alcides Escobar,R
682051,Garrett Hill,R
605463,Tayler Scott,R
622065,Alex Young,L
642657,Cristofer Ogando,R
642851,Austin Wynns,R
665896,Jose Marte,R
672391,Kaleb Ort,R
676946,Matthew Batten,R
572191,Michael A.Taylor,R
593140,Michael Feliz,R
598265,Jackie BradleyJr.,R
434671,Aníbal Sánchez,R
672582,Angel Zerpa,L
461325,Tyler Clippard,R
650382,Darwinzon Hernandez,L
657745,Bubby Rossman,R
663975,Nick Duron,R
519242,Chris Sale,L
592712,Connor Sadzeck,R
643230,Steven Brault,L
664126,Pete Fairbanks,R
676974,Max Meyer,R
642546,Jonathan Hernández,R
668941,JoJo Romero,L
669935,A.J. Alexy,R
657272,Erich Uelmen,R
570560,Yolmer Sánchez,R
593334,Domingo Germán,R
542585,José Cisnero,R
656548,Jordan Holloway,R
656257,Jeff Brigham,R
623211,Huascar Brazoban,R
650530,Bryan Garcia,R
620443,Luis Torrens,R
606965,Chris Devenski,R
661531,Brian Serven,R
594798,Jacob deGrom,R
673258,Michel Baez,R
656464,Kevin Ginkel,R
642068,Jordan Sheffield,R
670288,Jake Fishman,L
657514,Brennan Bernardino,L
663734,Nick Neidert,R
657053,Touki Toussaint,R
571882,Derek Law,R
674072,Tommy Henry,L
622379,Luis Castillo,R
644374,Yu Chang,R
683769,Hunter Gaddis,R
666142,Cole Ragans,L
571616,Matt Dermody,L
643615,T.J. Zeuch,R
489446,Kirby Yates,R
643290,Justin Dunn,R
621121,Lance McCullersJr.,R
669084,DL Hall,L
607609,A.J. Ladwig,R
670032,Nicky Lopez,R
676206,Freddy Tarnok,R
685503,Kohei Arihara,R
571439,R.J. Alvarez,R
677053,Andrew Nardi,L
664670,Alejo Lopez,R
675540,Xzavion Curry,R
573131,Darin Ruf,R
650204,Norge Ruiz,R
656322,Sam Coonrod,R
676130,Jose Butto,R
688010,Nate Fisher,L
664202,Tyler Cyr,R
663773,Bryan Hoeing,R
669160,Dustin May,R
642239,Rob Zastryzny,L
669742,Darick Hall,R
676917,Cade Cavalli,R
622103,Gerardo Reyes,R
641531,Hunter Dozier,R
655889,Manuel Rodríguez,R
593160,Whit Merrifield,R
668800,Andrew Knizner,R
669711,Greg Weissert,R
608652,Luke Farrell,R
620454,José Castillo,L
622569,Pablo Reyes,R
665871,Javier Assad,R
656820,Nicholas Padilla,R
605170,Victor Caratini,R
614177,Franmil Reyes,R
674681,Michael Plassmeyer,L
624512,Reese McGuire,R
594838,Phil Gosselin,R
663893,Brendon Little,L
665155,Nick Maton,R
669093,Jeremiah Estrada,R
518397,Scott Alexander,L
677161,Zack Kelly,R
543351,Jay Jackson,R
502624,Chase Anderson,R
656755,Bryce Montesde,R
650339,Jermaine Palacios,R
663752,Cody Morris,R
592848,Zack Weiss,R
518585,Fernando Cruz,R
660825,Eduard Bazardo,R
503556,Marwin Gonzalez,R
686610,Ken Waldichuk,L
571510,Matthew Boyd,L
669713,Hayden Wesneski,R
669194,Ryne Nelson,R
686613,Hunter Brown,R
657697,Vinny Nittoli,R
663630,Ryan McKenna,R
592222,Alex Claudio,L
623437,Justin Topa,R
656814,Luis Ortiz,R
686973,Louie Varland,R
630023,Yonny Chirinos,R
607054,Jace Peterson,R
621079,Collin Wiles,R
682847,Luis Ortiz,R
664871,Kyle Dowdy,R
642659,Raynel Espinal,R
643361,Kevin Herget,R
686972,Cole Waites,R
681867,Cooper Criswell,R
656578,Andre Jackson,R
686753,Drey Jameson,R
640470,Adbert Alzolay,R
681464,Franklin German,R
668970,Gavin Hollowell,R
678692,Ronny Henriquez,R
502154,Zack Britton,L
571946,Shelby Miller,R
572816,Corey Dickerson,R
606115,Orlando Arcia,R
622766,Miguel Diaz,R
607192,Tyler Glasnow,R
683232,Nick Mears,R
680573,Simeon WoodsRichardson,R
668834,Easton McGee,R
545121,Ildemaro Vargas,R
663562,Noah Davis,R
666720,Yerry Rodriguez,R
663534,Nash Walters,R
